movie_id,title,main_link,img_link,pub_year,user_rating,directors,actors,summary,nation,genre
10200,터미네이터 2오리지널,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10200,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10200,2019,9.44,제임스 카메론,"아놀드 슈왈제네거,린다 해밀턴,에드워드 펄롱,로버트 패트릭,조 모튼,얼 보엔",미래 인류와 기계의 전쟁은 계속 되는 가운데 스카이넷은 인류 저항군 사령관 존 코너를 없애기 위해액체 금속형 로봇인 T1000을 과거의 어린 존 코너에게로 보낸다. 미래의 인류 운명을 쥔 어린 존 코너. 스카이넷의 T1000은 거침없이 숨 가쁜 추격을 시작하는데,"미국,프랑스","SF,액션,스릴러"
156464,보헤미안 랩소디,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156464,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156464,2018,9.42,브라이언 싱어,"라미 말렉,루시 보인턴,귈림 리,벤 하디,조셉 마젤로,에이단 길렌,엘렌 리치,톰 홀랜더,마이크 마이어스,아론 맥쿠스커,메네카 다스,에이스 바티,미셸 던칸",공항에서 수하물 노동자로 일하며 음악의 꿈을 키우던 이민자 출신의 아웃사이더 파록버사라보컬을 구하던 로컬 밴드에 들어가게 되면서 프레디 머큐리라는 이름으로 밴드 퀸을 이끌게 된다. 시대를 앞서가는 독창적인 음악과 화려한 퍼포먼스로 관중들을 사로잡으며 성장하던 퀸은 라디오와 방송에서 외면을 받을 것이라는 음반사의 반대에도 불구하고 무려 6분 동안 이어지는 실험적인 곡 보헤미안 랩소디로 대성공을 거두며 월드스타 반열에 오른다.그러나 독보적인 존재감을 뿜어내던 프레디 머큐리는 솔로 데뷔라는 유혹에 흔들리게 되고결국 오랜 시간 함께 해왔던 멤버들과 결별을 선언하게 되는데세상에서 소외된 아웃사이더에서 전설의 록밴드 퀸이 되기까지우리가 몰랐던 그들의 진짜 이야기가 시작된다,"미국,영국",드라마
154667,덕구,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154667,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154667,2018,9.42,방수인,"이순재,정지훈,장광,성병숙,차순배,박지윤,체리쉬 마닝앗,김광식,류성현,전소현,우명순,고승보,정기섭,윤송아,정재훈",어린 손자와 살고 있는 일흔 살 덕구 할배는자신에게 주어진 시간이 얼마 남지 않음을 알게 된다.세상에 덩그러니 남겨질 두 아이들을 위해할배는 자신을 대신할 사람을 찾아주기로 하고홀로 먼 길을 떠나 특별한 선물을 준비하는데..,한국,드라마
69105,월E,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69105,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69105,2008,9.41,앤드류 스탠튼,"벤 버트,엘리사 나이트,제프 갈린,프레드 윌러드,맥클린 톨크,존 라첸버거,캐시 나지미,시고니 위버",텅 빈 지구에 홀로 남아 수백 년이란 시간을 외롭게 일만 하며 보내던 월E WALLE Waste Allocation Load Lifter EarthClass 지구 폐기물 수거처리용 로봇. 그런 그가 매력적인 탐사 로봇 이브와 마주친 순간 잡동사니 수집만이 낙이던 인생에도 소중한 목표가 생긴다. 이브는 지구의 미래를 결정할 열쇠가 우연히 월E의 손에 들어간 사실을 알게 되고 고향별로 돌아갈 날만 애타게 기다리는 인간들에게 이를 보고하기 위해 서둘러 우주로 향한다. 한편 월E는 이브를 뒤쫓아 은하를 가로지르며 스크린 사상 가장 짜릿한 상상이 넘치는 어드벤처를 선사한다. 이제껏 꿈에서도 볼 수 없었던 미래 세계를 배경으로 우주에서 펼쳐지는 월E의 환상적인 모험 애완용 바퀴벌레 용맹스럽지만 어딘가 나사가 빠진 듯한 사회 부적응 로봇 군단 등 일련의 유쾌한 캐릭터들이 여기에 동참한다.,미국,"애니메이션,SF,가족,코미디,멜로/로맨스,모험"
10016,나 홀로 집에,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10016,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10016,1991,9.41,크리스 콜럼버스,"맥컬리 컬킨,조 페시,다니엘 스턴,존 허드,로버츠 브로좀,캐서린 오하라,안젤라 고덜즈,데빈 라트레이,게리 바만,힐러리 울프,래리 한킨",크리스마스 시즌의 시카고. 말썽꾸러기라 집안 가족들로부터 욕을 듣고 따돌림 당하는 케빈은 늘 자신은 혼자 살거라면서 가족들이 모두 없어졌으면 좋겠다고 생각한다. 자기의 치즈 피자를 먹은 형과 싸워 소동을 일으키자 엄마는 케빈을 3층 다락방으로 올려보낸다. 케빈의 가족들과 케빈의 집에 온 손님들은 다음 날에 크리스마스 연휴를 이용해 프랑스의 친척 집으로 떠날 계획이었다. 그날 밤 바람이 세차게 불어 전화선과 전기선이 끊긴다. 케빈의 가족들은 늦잠을 자게 되어 비행기 시간을 맞추기 위해 허둥대다가 그만 3층 다락방에서 잠이 든 케빈을 두고 떠난다. 잠에서 깬 케빈은 혼자 남은 것을 알고 하느님이 자신의 소원을 들어주었다고 기뻐한다. 비행기를 타고 가던 케빈의 어머니는 무엇인가 빠뜨린 기분에 고민하다가 케빈을 두고 왔음에 놀란다. 하지만 전화선이 불통이라 어쩔 수 없다가 프랑스에 도착한 식구들은 목적지로 가고 엄마는 케빈이 걱정이 되어 집으로 돌아갈 비행기표를 사기 위해 안간힘을 쓰지만 연말연휴라 좌석이 없었다.혼자 집에 남은 케빈은 형과 누나 방을 구경하면서 즐거워한다. 그리고 노래를 부르고 트리도 만들면서 자축한다. 그런데 빈집털이 2인조 도둑이 케빈의 집을 호시탐탐 노리고 있다는 것을 알게 되는데...,미국,"모험,범죄,가족,코미디"
18988,라이언 일병 구하기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18988,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18988,1998,9.41,스티븐 스필버그,"톰 행크스,에드워드 번즈,톰 시즈모어,제레미 데이비스,빈 디젤,아담 골드버그,배리 페퍼,지오바니 리비시,맷 데이먼,데니스 파리나,테드 댄슨,하브 프레스넬,브라이언 크랜스톤,데이비드 울,나단 필리온,폴 지아마티,라이언 허스트,맥스 마티니,릴랜드 오서,해리슨 영",1944년 6월 6일 노르망디 상륙 작전. 오마하 해변에 대기하고 있던 병사들은 한치 앞도 내다볼 수 없는 긴장된 상황과 두려움에 무기력함을 감출 수 없었다. 노르망디 해변을 응시하는 밀러 대위Captain Miller 톰 행크스 분 그리고 전쟁 중 가장 어려운 임무를 수행해야할 두려움에 지친 그의 대원들. 지옥을 방불케하는 치열한 총격전이 벌어지고 수 많은 병사들이 총 한번 제대로 쏘지 못하고 쓰러져간다. 마침내 밀러 대위를 위시한 그들은 몇번의 죽을 고비를 넘기고 맡은 바 임무를 완수한다. 같은 시각 2차 대전이 종전으로 치닫는 치열한 전황 속에서 미 행정부는 전사자 통보 업무를 진행하던 중 충격적인 사실을 발견하게 된다. 4형제 모두 이 전쟁에 참전한 라이언 가에서 며칠간의 시차를 두고 3형제가 이미 전사하고 막내 제임스 라이언 일병Private Ryan 맷 데몬 분만이 프랑스 전선에 생존해 있음을 알게 된 것이다. 네명의 아들 가운데 이미 셋을 잃은 라이언 부인을 위해 미 행정부는 막내 제임스를 구하기 위한 매우 특별한 작전을 지시한다. 결국 사령부에서 막내를 찾아 집으로 보낼 임무는 밀러에게 부여되고 이것은 이제껏 수행했던 임무보다 훨씬 어렵고 힘든 것이었다. 밀러는 여섯 명의 대원들과 통역병 업햄Corporal Timothy Upham 제레미 데이비스 분 등 새로운 팀을 구성 작전에 투입된다. 라이언의 행방을 찾아 최전선에 투입된 밀러와 대원들은 미군에게 접수된 마을을 지나던 중 의외로 쉽게 그를 찾아낸다. 하지만 임무 완수의 기쁨도 잠시. 그는 제임스 라이언과 성만 같은 다른 인물로 밝혀진다. 다음 날 밀러 일행은 우연히 한 부상병을 통해 제임스 라이언이 라멜 지역의 다리를 사수하기 위해 작전에 투입됐고 현재는 독일군 사이에 고립돼 있다는 사실을 듣게 된다. 단 한명의 목숨을 구하기 위해 여덟 명이 위험을 감수해야할 상황에서 대원들은 과연 라이언 일병 한 명의 생명이 그들 여덟 명의 생명보다 더 가치가 있는 것인가라는 끊임없는 혼란에 빠진다. 하지만 지휘관으로서 작전을 끝까지 책임지고 성공적으로 완수해야 할 밀러는 부하들을 설득해 다시 라이언 일병이 있다는 곳으로 향한다. 도중에 독일군과의 간헐적인 전투를 치르면서 결국 밀러 일행은 라멜 외곽지역에서 극적으로 라이언 일병을 찾아낸다. 하지만 라이언은 다리를 사수해야할 동료들을 사지에 남겨두고 혼자 돌아가는 것을 거부하는데.,미국,"전쟁,액션,드라마"
10102,사운드 오브 뮤직,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10102,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10102,2017,9.41,로버트 와이즈,"줄리 앤드류스,크리스토퍼 플러머,엘레노 파커,리처드 헤이든,페기 우드,안나 리,포티아 넬슨,벤 라이트,다니엘 트러히티,노마 바든,마니 닉슨,길크리스트 스튜어트,에바든 베이커,도리스 로이드",음악을 사랑하는 말괄량이 견습 수녀 마리아는 원장 수녀의 권유로 해군 명문 집안 폰 트랩가의 가정교사가 된다. 마리아는 좀처럼 마음의 문을 열지 않는 폰 트랩가의 일곱 아이들에게 노래를 가르치며 점차 교감하게 되고 엄격한 폰 트랩 대령 역시 마음의 문을 열게 된다. 그러던 어느 날 마리아는 자신이 폰 트랩 대령을 사랑하고 있다는 사실을 깨닫게 되고 자신만의 비밀을 간직한 채 아이들의 곁을 떠나 다시 수녀원에 들어가기로 결심하는데,미국,"멜로/로맨스,뮤지컬,드라마"
82432,헬프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82432,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82432,2011,9.42,테이트 테일러,"엠마 스톤,비올라 데이비스,옥타비아 스펜서,브라이스 달라스 하워드,제시카 차스테인,마이크 보겔,앨리슨 제니,씨씨 스페이식,아나 오렐리,크리스 로웰,안나 캠프,언자누 엘리스,시실리 타이슨,브라이언 커윈,웨스 차담,애슐리 존슨,쉐인 맥래,로슬린 러프,타라 릭스",1963년 미국 남부 미시시피 잭슨흑인 가정부는 백인 주인과 화장실도 같이 쓸 수 없다아무도 가정부의 삶에 대해 묻지 않았다. 그녀가 책을 쓰기 전까지는돈 많은 남자와 결혼해 정원과 가정부가 딸린 집의 안주인이 되는 게 최고의 삶이라 여기는 친구들과 달리 대학 졸업 후 작가의 꿈을 이루기 위해 지역 신문사에 취직한 스키터엠마 스톤. 살림 정보 칼럼의 대필을 맡게 된 그녀는 베테랑 가정부 에이빌린바이올라 데이비스에게 도움을 요청한다. 다른 인생은 꿈꿔보지도 못한 채 가정부가 되어 17명의 백인 아이를 헌신적으로 돌봤지만 정작 자신의 아들은 사고로 잃은 에이빌린. 스키터에게 살림 노하우를 알려주던 그녀는 어느 누구도 관심 갖지 않았던 자신과 흑인 가정부들의 인생을 책으로 써보자는 위험한 제안을 받는다. 때 마침 주인집의 화장실을 썼다는 황당한 이유로 쫓겨난 가정부 미니옥타비아 스펜서가 두 여자의 아슬아슬하지만 유쾌한 반란에 합류한다. 차별과 불만을 이야기 하는 것조차 불법이 되고 생명을 위협받는 일이 되는 시대에 태어나 처음으로 누군가에게 자신들의 이야기를 털어 놓기 시작하는 에이빌린과 미니. 그녀들의 용기 있는 고백은 세상을 발칵 뒤집을 만한 책을 탄생시키는데,미국,드라마
24452,매트릭스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24452,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24452,2019,9.4,"릴리 워쇼스키,라나 워쇼스키","키아누 리브스,로렌스 피시번,캐리 앤 모스,휴고 위빙,글로리아 포스터,조 판토리아노,마커스 종,줄리안 아라한가,맷 도란,벨린다 맥크로리",인간의 기억마저 AI에 의해 입력되고 삭제 되는 세상.진짜보다 더 진짜 같은 가상 현실 매트릭스그 속에서 진정한 현실을 인식할 수 없게 재배되는 인간들.그 매트릭스를 빠져 나오면서 AI에게 가장 위험한 인물이 된모피어스는 자신과 함께 인류를 구할 마지막 영웅 그를 찾아 헤맨다.마침내 모피어스는 낮에는 평범한 회사원으로 밤에는 해커로 활동하는 청년 네오를 그로 지목하는데꿈에서 깨어난 자들 이제 그들이 만드는 새로운 세상이 열린다,미국,"SF,액션"
22126,인생은 아름다워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=22126,https://movie.naver.com/movie/bi/mi/basic.nhn?code=22126,2016,9.4,로베르토 베니니,"로베르토 베니니,니콜레타 브라스키,조르지오 깐따리니,마리사 파레데스,호르스트 부흐홀츠",로마에 갓 상경한 시골 총각 귀도는 운명처럼 만난 여인 도라에게 첫눈에 반한다. 넘치는 재치와 유머로 약혼자가 있던 그녀를 사로잡은 귀도는 도라와 단란한 가정을 꾸리며 분신과도 같은 아들 조수아를 얻는다. 조수아의 다섯 살 생일 갑작스레 들이닥친 군인들은 귀도와 조수아를 수용소 행 기차에 실어버리고 소식을 들은 도라 역시 기차에 따라 오른다. 귀도는 아들을 달래기 위해 무자비한 수용소 생활을 단체게임이라 속이고 1000점을 따는 우승자에게는 진짜 탱크가 주어진다고 말한다. 불안한 하루하루가 지나 어느덧 전쟁이 끝났다는 말을 들은 귀도는 마지막으로 조수아를 창고에 숨겨둔 채 아내를 찾아 나서는데전세계를 울린 위대한 사랑 마법처럼 놀라운 이야기가 찾아온다,이탈리아,"드라마,코미디"
35901,살인의 추억,https://movie.naver.com/movie/bi/mi/basic.nhn?code=35901,https://movie.naver.com/movie/bi/mi/basic.nhn?code=35901,2003,9.4,봉준호,"송강호,김상경,김뢰하,송재호,변희봉,고서희,류태호,박노식,박해일,전미선",1986년 경기도. 젊은 여인이 무참히 강간 살해당한 시체로 발견된다. 2개월 후 비슷한 수법의 강간살인사건이 연이어 발생하면서 사건은 세간의 주목을 받기 시작하고 일대는 연쇄살인이라는 생소한 범죄의 공포에 휩싸인다. 사건 발생지역에 특별수사본부가 설치되고 수사본부는 구희봉 반장변희봉 분을 필두로 지역토박이 형사 박두만송강호 분과 조용구김뢰하 분 그리고 서울 시경에서 자원해 온 서태윤김상경 분이 배치된다. 육감으로 대표되는 박두만은 동네 양아치들을 족치며 자백을 강요하고 서태윤은 사건 서류를 꼼꼼히 검토하며 사건의 실마리를 찾아가지만 스타일이 다른 두 사람은 처음부터 팽팽한 신경전을 벌인다. 용의자가 검거되고 사건의 끝이 보일 듯 하더니 매스컴이 몰려든 현장 검증에서 용의자가 범행 사실을 부인하면서 현장은 아수라장이 되고 구반장은 파면 당한다. 수사진이 아연실색할 정도로 범인은 자신의 흔적을 남기지 않는다. 살해하거나 결박할 때도 모두 피해자가 착용했거나 사용하는 물품을 이용한다. 심지어 강간사 일 경우 대부분 피살자의 몸에 떨어져 있기 마련인 범인의 음모 조차 단 하나도 발견되지 않는다. 후임으로 신동철 반장송재호 분이 부임하면서 수사는 활기를 띠기 시작한다. 박두만은 현장에 털 한 오라기 남기지 않는다는 점에 착안 근처의 절과 목욕탕을 뒤지며 무모증인 사람을 찾아 나서고 사건 파일을 검토하던 서태윤은 비오는 날 빨간 옷을 입은 여자가 범행대상이라는 공통점을 밝혀낸다. 선제공격에 나선 형사들은 비오는 밤 여경에게 빨간 옷을 입히고 함정 수사를 벌인다. 그러나 다음날 아침 돌아오는 것은 또다른 여인의 끔찍한 사체. 사건은 해결의 실마리를 다시 감추고 냄비처럼 들끊는 언론은 일선 형사들의 무능을 지적하면서 형사들을 더욱 강박증에 몰아넣는데.,한국,"범죄,미스터리,스릴러,코미디,드라마"
10002,빽 투 더 퓨쳐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10002,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10002,2015,9.41,로버트 저메키스,"마이클 J. 폭스,크리스토퍼 로이드,리 톰슨,크리스핀 글로버,토머스 F. 윌슨,클로디아 웰즈,마크 맥클루어,웬디 조 스페버",힐 밸리Hill Valley에 사는 주인공 마티 맥플라이Marty McFly 마이클 J. 폭스 분는 록큰롤 스케이트보드 그리고 자동차를 좋아하는 명랑 쾌할한 고교생으로 아버지 죠지George Douglas McFly 크리스핀 글로버 분와 어머니 로레인Lorraine Baines 리아 톰슨 분 그리고 형과 누나가 있는 가정의 평범한 청소년이다. 평소 친하게 지내던 괴상한 발명가 에메트 브라운 박사Dr. EmmDr. Emmett L. Doc Brown 크리스토퍼 로이드 분가 스포츠카 드로리안DeLorean을 개조해 타임머신을 만들지만 뜻밖의 사고로 브라운 박사가 테러범들에게 총을 맞고 위험해진 마티는 급기야 30년 전으로 간다.극장 간판에는 2류 배우인 로널드 레이건이 보이고 청년인 아버지와 어머니를 보게 된다. 그러나 젊은 아버진 여전히 멍청하고 무엇보다 어머니가 미래의 아들인 마티를 좋아해 야단이다. 마티가 미래로 가는 것을 도와 줄 사람은 30년 전인 젊은 브라운 박사뿐. 댄스 파티가 열리는 날에 아버지와 어머니가 만났던 것을 기억한 마티는 두 사람을 결합시키고자 어머니와 파티장으로 간다. 그런데 심술장이 밥Biff Tannen 토마스 F. 윌슨 분이 나타나 어머니를 겁탈하려 하나 화가 난 아버지가 일격에 때려 눕혀 그때부터 소심했던 아버지의 성격이 바낀다. 무사히 부모님은 만나 마티의 존재는 없었지지 않지만 마티의 미래로의 귀환Back to the future이 어려워지는 사태를 맞는데....,미국,"SF,코미디"
